date_local,parameter,arithmetic_mean,aqi
2018-04-10,Carbon monoxide,0.270833,3.0
2018-04-11,Carbon monoxide,0.477778,7.0
2018-04-12,Carbon monoxide,0.345833,5.0
2018-04-13,Carbon monoxide,0.342857,5.0
2018-04-14,Carbon monoxide,0.333333,5.0
2018-04-15,Carbon monoxide,0.3,3.0
2018-04-16,Carbon monoxide,0.229412,3.0
2018-04-17,Carbon monoxide,0.341667,6.0
2018-04-18,Carbon monoxide,0.3,3.0
2018-04-19,Carbon monoxide,0.175,2.0
2018-04-20,Carbon monoxide,0.233333,3.0
2018-04-21,Carbon monoxide,0.325,7.0
2018-04-22,Carbon monoxide,0.35,7.0
2018-04-23,Carbon monoxide,0.238889,3.0
2018-04-24,Carbon monoxide,0.254167,3.0
2018-04-25,Carbon monoxide,0.227778,5.0
2018-04-26,Carbon monoxide,0.375,5.0
2018-04-27,Carbon monoxide,0.433333,7.0
2018-04-28,Carbon monoxide,0.391667,7.0
2018-04-29,Carbon monoxide,0.229167,3.0
2018-04-30,Carbon monoxide,0.555556,8.0
2018-05-01,Carbon monoxide,0.470833,7.0
2018-05-02,Carbon monoxide,0.366667,6.0
2018-05-03,Carbon monoxide,0.358824,5.0
2018-05-04,Carbon monoxide,0.358333,5.0
2018-05-05,Carbon monoxide,0.320833,5.0
2018-05-06,Carbon monoxide,0.295833,5.0
2018-05-07,Carbon monoxide,0.344444,5.0
2018-05-08,Carbon monoxide,0.2625,5.0
2018-05-09,Carbon monoxide,0.508333,8.0
2018-05-10,Carbon monoxide,0.391667,6.0
2018-05-11,Carbon monoxide,0.4625,6.0
2018-05-12,Carbon monoxide,0.429167,7.0
2018-05-13,Carbon monoxide,0.554167,9.0
2018-05-14,Carbon monoxide,0.516667,7.0
2018-05-15,Carbon monoxide,0.561111,8.0
2018-05-16,Carbon monoxide,0.395833,6.0
2018-05-17,Carbon monoxide,0.417647,6.0
2018-05-18,Carbon monoxide,0.425,6.0
2018-05-19,Carbon monoxide,0.404167,6.0
2018-05-20,Carbon monoxide,0.375,5.0
2018-05-21,Carbon monoxide,0.438889,6.0
2018-05-22,Carbon monoxide,0.408333,7.0
2018-05-23,Carbon monoxide,0.5,8.0
2018-05-24,Carbon monoxide,0.35,5.0
2018-05-25,Carbon monoxide,0.523529,8.0
2018-05-26,Carbon monoxide,0.470833,8.0
2018-05-27,Carbon monoxide,0.508333,8.0
2018-05-28,Carbon monoxide,0.3875,7.0
2018-05-29,Carbon monoxide,0.354167,5.0
2018-05-30,Carbon monoxide,0.4125,6.0
2018-05-31,Carbon monoxide,0.4625,6.0
2018-06-01,Carbon monoxide,0.458333,7.0
2018-06-02,Carbon monoxide,0.504167,7.0
2018-06-03,Carbon monoxide,0.420833,7.0
2018-06-04,Carbon monoxide,0.304167,5.0
2018-06-05,Carbon monoxide,0.266667,5.0
2018-06-06,Carbon monoxide,0.482353,7.0
2018-06-07,Carbon monoxide,0.416667,6.0
2018-06-08,Carbon monoxide,0.466667,7.0
2018-06-09,Carbon monoxide,0.525,8.0
2018-06-10,Carbon monoxide,0.4,5.0
2018-06-11,Carbon monoxide,0.416667,6.0
2018-06-12,Carbon monoxide,0.4,5.0
2018-06-13,Carbon monoxide,0.379167,5.0
2018-06-14,Carbon monoxide,0.427778,6.0
2018-06-15,Carbon monoxide,0.517647,8.0
2018-06-16,Carbon monoxide,0.645833,10.0
2018-06-17,Carbon monoxide,0.616667,10.0
2018-06-18,Carbon monoxide,0.625,9.0
2018-06-19,Carbon monoxide,0.3875,6.0
2018-06-20,Carbon monoxide,0.4,5.0
2018-06-21,Carbon monoxide,0.383333,5.0
2018-06-22,Carbon monoxide,0.395833,5.0
2018-06-23,Carbon monoxide,0.4375,6.0
2018-06-24,Carbon monoxide,0.4,5.0
2018-06-25,Carbon monoxide,0.3875,5.0
2018-06-26,Carbon monoxide,0.391667,5.0
2018-06-27,Carbon monoxide,0.429412,7.0
2018-06-28,Carbon monoxide,0.4875,7.0
2018-06-29,Carbon monoxide,0.429167,7.0
2018-06-30,Carbon monoxide,0.55,8.0
2018-07-01,Carbon monoxide,0.495833,8.0
2018-07-02,Carbon monoxide,0.475,6.0
2018-07-03,Carbon monoxide,0.483333,7.0
2018-07-04,Carbon monoxide,0.416667,7.0
2018-07-05,Carbon monoxide,0.5,8.0
2018-07-06,Carbon monoxide,0.383333,5.0
2018-07-07,Carbon monoxide,0.3,3.0
2018-07-08,Carbon monoxide,0.391667,6.0
2018-07-09,Carbon monoxide,0.466667,7.0
2018-07-10,Carbon monoxide,0.495833,7.0
2018-07-11,Carbon monoxide,0.504167,8.0
2018-07-12,Carbon monoxide,0.3,3.0
2018-07-13,Carbon monoxide,0.379167,6.0
2018-07-14,Carbon monoxide,0.55,8.0
2018-07-15,Carbon monoxide,0.425,7.0
2018-07-16,Carbon monoxide,0.441667,6.0
2018-07-17,Carbon monoxide,0.3875,6.0
2018-07-18,Carbon monoxide,0.270833,3.0
2018-07-19,Carbon monoxide,0.316667,5.0
2018-07-20,Carbon monoxide,0.416667,6.0
2018-07-21,Carbon monoxide,0.320833,6.0
2018-07-22,Carbon monoxide,0.3,3.0
2018-07-23,Carbon monoxide,0.3,3.0
2018-07-24,Carbon monoxide,0.325,5.0
2018-07-25,Carbon monoxide,0.4,6.0
2018-07-26,Carbon monoxide,0.454167,7.0
2018-07-27,Carbon monoxide,0.329412,5.0
2018-07-28,Carbon monoxide,0.304167,5.0
2018-07-29,Carbon monoxide,0.325,5.0
2018-07-30,Carbon monoxide,0.379167,6.0
2018-07-31,Carbon monoxide,0.429167,6.0
2018-08-01,Carbon monoxide,0.458333,7.0
2018-08-02,Carbon monoxide,0.454167,6.0
2018-08-03,Carbon monoxide,0.408333,7.0
2018-08-04,Carbon monoxide,0.575,9.0
2018-08-05,Carbon monoxide,0.475,7.0
2018-08-06,Carbon monoxide,0.454167,7.0
2018-08-07,Carbon monoxide,0.444444,7.0
2018-08-08,Carbon monoxide,0.4,5.0
2018-08-09,Carbon monoxide,0.429167,6.0
2018-08-10,Carbon monoxide,0.4,7.0
2018-08-11,Carbon monoxide,0.545833,9.0
2018-08-12,Carbon monoxide,0.370833,5.0
2018-08-13,Carbon monoxide,0.470833,7.0
2018-08-14,Carbon monoxide,0.583333,8.0
2018-08-15,Carbon monoxide,0.554167,9.0
2018-08-16,Carbon monoxide,0.45625,6.0
2018-08-17,Carbon monoxide,0.446667,6.0
2018-08-18,Carbon monoxide,0.5125,8.0
2018-08-19,Carbon monoxide,0.5125,8.0
2018-08-20,Carbon monoxide,0.488889,7.0
2018-08-21,Carbon monoxide,0.475,6.0
2018-08-22,Carbon monoxide,0.408333,6.0
2018-08-23,Carbon monoxide,0.4,5.0
2018-08-24,Carbon monoxide,0.608333,8.0
2018-08-25,Carbon monoxide,0.629167,8.0
2018-08-26,Carbon monoxide,0.629167,8.0
2018-08-27,Carbon monoxide,0.633333,8.0
2018-08-28,Carbon monoxide,0.51875,7.0
2018-08-29,Carbon monoxide,0.416667,6.0
2018-08-30,Carbon monoxide,0.420833,6.0
2018-08-31,Carbon monoxide,0.4375,7.0
2018-09-01,Carbon monoxide,0.429167,7.0
2018-09-02,Carbon monoxide,0.4125,6.0
2018-09-03,Carbon monoxide,0.45,7.0
2018-09-04,Carbon monoxide,0.472222,6.0
2018-09-05,Carbon monoxide,0.479167,6.0
2018-09-06,Carbon monoxide,0.4375,6.0
2018-09-07,Carbon monoxide,0.429412,7.0
2018-09-08,Carbon monoxide,0.541667,7.0
2018-09-09,Carbon monoxide,0.379167,6.0
2018-09-10,Carbon monoxide,0.3,3.0
2018-09-11,Carbon monoxide,0.3,3.0
2018-09-12,Carbon monoxide,0.383333,5.0
2018-09-13,Carbon monoxide,0.408333,6.0
2018-09-14,Carbon monoxide,0.4125,6.0
2018-09-15,Carbon monoxide,0.35,5.0
2018-09-16,Carbon monoxide,0.258333,3.0
2018-09-17,Carbon monoxide,0.383333,7.0
2018-09-18,Carbon monoxide,0.552941,8.0
2018-09-19,Carbon monoxide,0.608333,10.0
2018-09-20,Carbon monoxide,0.554167,8.0
2018-09-21,Carbon monoxide,0.5,7.0
2018-09-22,Carbon monoxide,0.408333,6.0
2018-09-23,Carbon monoxide,0.4125,6.0
2018-09-24,Carbon monoxide,0.458333,6.0
2018-09-25,Carbon monoxide,0.475,7.0
2018-09-26,Carbon monoxide,0.438889,7.0
2018-09-27,Carbon monoxide,0.335294,5.0
2018-09-28,Carbon monoxide,0.433333,7.0
2018-09-29,Carbon monoxide,0.479167,7.0
2018-09-30,Carbon monoxide,0.5875,10.0
2018-10-01,Carbon monoxide,0.654167,11.0
2018-10-02,Carbon monoxide,0.483333,7.0
2018-10-03,Carbon monoxide,0.5625,7.0
2018-10-04,Carbon monoxide,0.554167,9.0
2018-10-05,Carbon monoxide,0.7,10.0
2018-10-06,Carbon monoxide,0.704167,11.0
2018-10-07,Carbon monoxide,0.7375,14.0
2018-10-08,Carbon monoxide,0.641667,11.0
2018-10-09,Carbon monoxide,0.416667,7.0
2018-10-10,Carbon monoxide,0.316667,6.0
2018-10-11,Carbon monoxide,0.166667,6.0
2018-10-12,Carbon monoxide,0.129167,2.0
2018-10-13,Carbon monoxide,0.116667,2.0
2018-10-14,Carbon monoxide,0.295833,5.0
2018-10-15,Carbon monoxide,0.325,6.0
2018-10-16,Carbon monoxide,0.154167,2.0
2018-10-17,Carbon monoxide,0.216667,3.0
2018-10-18,Carbon monoxide,0.111111,2.0
2018-10-19,Carbon monoxide,0.395833,7.0
2018-10-20,Carbon monoxide,0.208333,3.0
2018-10-21,Carbon monoxide,0.1625,7.0
2018-10-22,Carbon monoxide,0.575,9.0
2018-10-23,Carbon monoxide,0.625,10.0
2018-10-24,Carbon monoxide,0.195833,5.0
2018-10-25,Carbon monoxide,0.2875,5.0
2018-10-26,Carbon monoxide,0.325,5.0
2018-10-27,Carbon monoxide,0.308333,7.0
2018-10-28,Carbon monoxide,0.416667,7.0
2018-10-29,Carbon monoxide,0.4625,8.0
2018-10-30,Carbon monoxide,0.491667,9.0
2018-10-31,Carbon monoxide,0.361111,5.0
2018-11-01,Carbon monoxide,0.304167,5.0
2018-11-02,Carbon monoxide,0.345833,6.0
2018-11-03,Carbon monoxide,0.466667,6.0
2018-11-04,Carbon monoxide,0.3875,6.0
2018-11-05,Carbon monoxide,0.416667,6.0
2018-11-06,Carbon monoxide,0.420833,10.0
2018-11-07,Carbon monoxide,0.554167,11.0
2018-11-08,Carbon monoxide,0.225,3.0
2018-11-09,Carbon monoxide,0.229412,3.0
2018-11-10,Carbon monoxide,0.175,3.0
2018-11-11,Carbon monoxide,0.358333,7.0
2018-11-12,Carbon monoxide,0.475,9.0
2018-11-13,Carbon monoxide,0.292308,3.0
2018-11-14,Carbon monoxide,0.2,2.0
2018-11-15,Carbon monoxide,0.329167,5.0
2018-11-16,Carbon monoxide,0.441667,14.0
2018-11-17,Carbon monoxide,0.929167,18.0
2018-11-18,Carbon monoxide,0.7375,13.0
2018-11-19,Carbon monoxide,0.5,8.0
2018-11-20,Carbon monoxide,0.216667,3.0
2018-11-21,Carbon monoxide,0.4625,14.0
2018-11-22,Carbon monoxide,1.020833,18.0
2018-11-23,Carbon monoxide,0.691667,15.0
2018-11-24,Carbon monoxide,0.354167,7.0
2018-11-25,Carbon monoxide,0.416667,8.0
2018-11-26,Carbon monoxide,0.235294,3.0
2018-11-27,Carbon monoxide,0.233333,3.0
2018-11-28,Carbon monoxide,0.341667,5.0
2018-11-29,Carbon monoxide,0.466667,7.0
2018-11-30,Carbon monoxide,0.470833,6.0
2018-12-01,Carbon monoxide,0.408333,6.0
2018-12-02,Carbon monoxide,0.375,6.0
2018-12-03,Carbon monoxide,0.317647,5.0
2018-12-04,Carbon monoxide,0.254167,3.0
2018-12-05,Carbon monoxide,0.304167,7.0
2018-12-06,Carbon monoxide,0.504167,7.0
2018-12-07,Carbon monoxide,0.283333,5.0
2018-12-08,Carbon monoxide,0.254167,3.0
2018-12-09,Carbon monoxide,0.366667,6.0
2018-12-10,Carbon monoxide,0.375,7.0
2018-12-11,Carbon monoxide,0.691667,11.0
2018-12-12,Carbon monoxide,0.441667,6.0
2018-12-13,Carbon monoxide,0.422222,6.0
2018-12-14,Carbon monoxide,0.370833,5.0
2018-12-15,Carbon monoxide,0.491667,7.0
2018-12-16,Carbon monoxide,0.4875,7.0
2018-12-17,Carbon monoxide,0.608333,10.0
2018-12-18,Carbon monoxide,0.558333,13.0
2018-12-19,Carbon monoxide,0.954167,17.0
2018-12-20,Carbon monoxide,0.325,6.0
2018-12-21,Carbon monoxide,0.3,3.0
2018-12-22,Carbon monoxide,0.383333,7.0
2018-12-23,Carbon monoxide,0.416667,8.0
2018-12-24,Carbon monoxide,0.5625,9.0
2018-12-25,Carbon monoxide,0.575,10.0
2018-12-26,Carbon monoxide,0.544444,8.0
2018-12-27,Carbon monoxide,0.383333,6.0
2018-12-28,Carbon monoxide,0.429167,6.0
2018-12-29,Carbon monoxide,0.316667,5.0
2018-12-30,Carbon monoxide,0.416667,7.0
2018-12-31,Carbon monoxide,0.475,7.0
2019-01-01,Carbon monoxide,0.315789,5.0
2019-01-02,Carbon monoxide,0.35,5.0
2019-01-03,Carbon monoxide,0.308333,5.0
2019-01-04,Carbon monoxide,0.391667,6.0
2019-01-05,Carbon monoxide,0.4375,9.0
2019-01-06,Carbon monoxide,0.833333,14.0
2019-01-07,Carbon monoxide,0.554167,13.0
2019-01-08,Carbon monoxide,0.354167,6.0
2019-01-09,Carbon monoxide,0.2,2.0
2019-01-10,Carbon monoxide,0.222222,3.0
2019-01-11,Carbon monoxide,0.3,3.0
2019-01-12,Carbon monoxide,0.383333,6.0
2019-01-13,Carbon monoxide,0.495833,7.0
2019-01-14,Carbon monoxide,0.333333,5.0
2019-01-15,Carbon monoxide,0.291667,5.0
2019-01-16,Carbon monoxide,0.391667,6.0
2019-01-17,Carbon monoxide,0.425,6.0
2019-01-18,Carbon monoxide,0.344444,6.0
2019-01-19,Carbon monoxide,0.366667,5.0
2019-01-20,Carbon monoxide,0.2,2.0
2019-01-21,Carbon monoxide,0.129167,2.0
2019-01-22,Carbon monoxide,0.2625,3.0
2019-01-23,Carbon monoxide,0.295833,5.0
2019-01-24,Carbon monoxide,0.238889,3.0
2019-01-25,Carbon monoxide,0.233333,6.0
2019-01-26,Carbon monoxide,0.325,6.0
2019-01-27,Carbon monoxide,0.291667,5.0
2019-01-28,Carbon monoxide,0.508333,9.0
2019-01-29,Carbon monoxide,0.225,3.0
2019-01-30,Carbon monoxide,0.205556,3.0
2019-01-31,Carbon monoxide,0.225,6.0
2019-02-01,Carbon monoxide,0.470833,7.0
2019-02-02,Carbon monoxide,0.55,10.0
2019-02-03,Carbon monoxide,0.738889,11.0
2019-02-04,Carbon monoxide,0.494444,7.0
2019-02-05,Carbon monoxide,0.475,7.0
2019-02-06,Carbon monoxide,0.355556,5.0
2019-02-07,Carbon monoxide,0.295833,5.0
2019-02-08,Carbon monoxide,0.120833,2.0
2019-02-09,Carbon monoxide,0.108333,2.0
2019-02-10,Carbon monoxide,0.295833,5.0
2019-02-11,Carbon monoxide,0.429167,6.0
2019-02-12,Carbon monoxide,0.35,5.0
2019-02-13,Carbon monoxide,0.333333,6.0
2019-02-14,Carbon monoxide,0.36875,6.0
2019-02-15,Carbon monoxide,0.333333,5.0
2019-02-16,Carbon monoxide,0.225,5.0
2019-02-17,Carbon monoxide,0.3875,6.0
2019-02-18,Carbon monoxide,0.304167,5.0
2019-02-19,Carbon monoxide,0.270588,3.0
2019-02-20,Carbon monoxide,0.316667,5.0
2019-02-21,Carbon monoxide,0.258333,3.0
2019-02-22,Carbon monoxide,0.275,5.0
2019-02-23,Carbon monoxide,0.3875,5.0
2019-02-24,Carbon monoxide,0.254167,5.0
2019-02-25,Carbon monoxide,0.279167,7.0
2019-02-26,Carbon monoxide,0.6875,11.0
2019-02-27,Carbon monoxide,0.816667,14.0
2019-02-28,Carbon monoxide,0.320833,5.0
2019-03-01,Carbon monoxide,0.341667,5.0
2019-03-02,Carbon monoxide,0.3,3.0
2019-03-03,Carbon monoxide,0.3,3.0
2019-03-04,Carbon monoxide,0.241667,3.0
2019-03-05,Carbon monoxide,0.204167,3.0
2019-03-06,Carbon monoxide,0.241667,6.0
2019-03-07,Carbon monoxide,0.445833,8.0
2019-03-08,Carbon monoxide,0.3875,6.0
2019-03-09,Carbon monoxide,0.375,5.0
2019-03-10,Carbon monoxide,0.358333,5.0
2019-03-11,Carbon monoxide,0.325,5.0
2019-03-12,Carbon monoxide,0.2875,3.0
2019-03-13,Carbon monoxide,0.416667,6.0
2019-03-14,Carbon monoxide,0.370833,5.0
2019-03-15,Carbon monoxide,0.325,5.0
2019-03-16,Carbon monoxide,0.4,7.0
2019-03-17,Carbon monoxide,0.45,8.0
2019-03-18,Carbon monoxide,0.172222,5.0
2019-03-19,Carbon monoxide,0.170833,5.0
2019-03-20,Carbon monoxide,0.5125,11.0
2019-03-21,Carbon monoxide,0.191667,3.0
2019-03-22,Carbon monoxide,0.295833,6.0
2019-03-23,Carbon monoxide,0.241667,7.0
2019-03-24,Carbon monoxide,0.666667,11.0
2019-03-25,Carbon monoxide,0.553846,7.0
2019-04-01,Carbon monoxide,0.2,2.0
2019-04-02,Carbon monoxide,0.383333,6.0
2019-04-03,Carbon monoxide,0.604167,9.0
2019-04-04,Carbon monoxide,0.645833,9.0
2019-04-05,Carbon monoxide,0.488889,7.0
2019-04-06,Carbon monoxide,0.620833,9.0
2019-04-07,Carbon monoxide,0.658333,9.0
2019-04-08,Carbon monoxide,0.621429,8.0
2019-04-15,Carbon monoxide,0.24,3.0
2019-04-16,Carbon monoxide,0.25,5.0
2019-04-17,Carbon monoxide,0.066667,1.0
2019-04-18,Carbon monoxide,-0.020833,1.0
2019-04-19,Carbon monoxide,0.016667,3.0
2019-04-20,Carbon monoxide,0.241667,5.0
2019-04-21,Carbon monoxide,0.366667,7.0
2019-04-22,Carbon monoxide,0.5,8.0
2019-04-23,Carbon monoxide,0.404167,7.0
2019-04-24,Carbon monoxide,0.366667,6.0
2019-04-25,Carbon monoxide,0.304167,5.0
2019-04-26,Carbon monoxide,0.175,3.0
2019-04-27,Carbon monoxide,0.379167,8.0
2019-04-28,Carbon monoxide,0.204167,3.0
2019-04-29,Carbon monoxide,0.294444,6.0
2019-04-30,Carbon monoxide,0.4375,6.0
2019-05-01,Carbon monoxide,0.35,5.0
2019-05-02,Carbon monoxide,0.425,6.0
2019-05-03,Carbon monoxide,0.391667,5.0
2019-05-04,Carbon monoxide,0.454167,7.0
2019-05-05,Carbon monoxide,0.304167,5.0
2019-05-06,Carbon monoxide,0.444444,8.0
2019-05-07,Carbon monoxide,0.55,8.0
2019-05-08,Carbon monoxide,0.508333,8.0
2019-05-09,Carbon monoxide,0.4125,6.0
2019-05-10,Carbon monoxide,0.395833,6.0
2019-05-11,Carbon monoxide,0.358333,6.0
2019-05-12,Carbon monoxide,0.408333,6.0
2019-05-13,Carbon monoxide,0.2625,3.0
